Food type,methane gas level,humidity,temperature,spoiled or not spoiled,outcome
Biryani,455,72,34.63,spoiled,1
Biryani,463,70,34.72,spoiled,1
Biryani,459,67,34.79,spoiled,1
Biryani,460,66,34.69,spoiled,1
Biryani,464,66,34.79,spoiled,1
Biryani,457,74,34.96,spoiled,1
Biryani,462,72,35.15,spoiled,1
Biryani,459,70,35.06,spoiled,1
Biryani,461,69,35.04,spoiled,1
Biryani,462,68,34.96,spoiled,1
Biryani,458,73,35.29,spoiled,1
Biryani,460,76,35.23,spoiled,1
Biryani,467,68,35.09,spoiled,1
Biryani,466,73,35.37,spoiled,1
Biryani,463,70,35.36,spoiled,1
Biryani,465,69,35.19,spoiled,1
Biryani,463,75,35.33,spoiled,1
Biryani,469,70,35.31,spoiled,1
Biryani,465,71,35.82,spoiled,1
Biryani,466,71,35.54,spoiled,1
Biryani,469,65,35.53,spoiled,1
Biryani,464,71,35.61,spoiled,1
Biryani,471,68,35.78,spoiled,1
Biryani,462,66,35.6,spoiled,1
Biryani,472,68,35.56,spoiled,1
Biryani,467,68,35.81,spoiled,1
Biryani,467,73,35.7,spoiled,1
Biryani,463,67,35.6,spoiled,1
Biryani,468,68,35.61,spoiled,1
Biryani,466,71,36.06,spoiled,1
Biryani,468,66,35.89,spoiled,1
Biryani,470,68,35.82,spoiled,1
Biryani,473,65,35.91,spoiled,1
Biryani,471,73,36.1,spoiled,1
Biryani,472,69,35.98,spoiled,1
Biryani,468,70,35.84,spoiled,1
Biryani,469,73,36.14,spoiled,1
Biryani,478,68,36.31,spoiled,1
Biryani,470,69,36.34,spoiled,1
Biryani,478,67,36.12,spoiled,1
Biryani,473,67,36.43,spoiled,1
Biryani,474,67,36.31,spoiled,1
Biryani,477,69,36.51,spoiled,1
Biryani,478,69,36.44,spoiled,1
Biryani,475,71,36.17,spoiled,1
Biryani,474,67,36.69,spoiled,1
Biryani,475,71,36.48,spoiled,1
Biryani,477,71,36.59,spoiled,1
Biryani,479,69,36.34,spoiled,1
Biryani,477,68,36.66,spoiled,1
Biryani,479,70,36.78,spoiled,1
Biryani,482,69,36.95,spoiled,1
Biryani,479,71,36.9,spoiled,1
Biryani,479,75,36.81,spoiled,1
Biryani,474,70,36.54,spoiled,1
Biryani,471,68,36.82,spoiled,1
Biryani,481,67,36.75,spoiled,1
Biryani,480,67,36.91,spoiled,1
Biryani,479,66,36.73,spoiled,1
Biryani,481,73,36.92,spoiled,1
Biryani,481,63,36.91,spoiled,1
Biryani,485,71,36.95,spoiled,1
Biryani,482,67,36.99,spoiled,1
Biryani,480,68,37.08,spoiled,1
Biryani,485,67,37.18,spoiled,1
Biryani,482,74,36.8,spoiled,1
Biryani,485,70,36.86,spoiled,1
Biryani,482,72,37.2,spoiled,1
Biryani,482,74,37.26,spoiled,1
Biryani,485,70,37.36,spoiled,1
Biryani,485,66,37.26,spoiled,1
Biryani,487,69,37.4,spoiled,1
Biryani,485,68,37.46,spoiled,1
Biryani,480,68,37.37,spoiled,1
Biryani,485,70,37.67,spoiled,1
Biryani,489,70,37.58,spoiled,1
Biryani,486,71,37.67,spoiled,1
Biryani,487,72,37.64,spoiled,1
Biryani,491,70,37.98,spoiled,1
Biryani,486,71,37.79,spoiled,1
Biryani,484,68,37.67,spoiled,1
Biryani,488,74,37.9,spoiled,1
Biryani,488,68,37.57,spoiled,1
Biryani,487,74,37.87,spoiled,1
Biryani,489,66,37.94,spoiled,1
Biryani,492,69,37.94,spoiled,1
Biryani,491,69,37.91,spoiled,1
Biryani,492,71,37.85,spoiled,1
Dal/Lentils,359,72,25.27,not spoiled,0
Dal/Lentils,360,70,24.99,not spoiled,0
Dal/Lentils,362,68,25.12,not spoiled,0
Dal/Lentils,363,71,25.04,not spoiled,0
Dal/Lentils,359,73,25.02,not spoiled,0
Dal/Lentils,361,72,25.1,not spoiled,0
Dal/Lentils,363,67,25.15,not spoiled,0
Dal/Lentils,360,72,25.32,not spoiled,0
Dal/Lentils,366,68,25.65,not spoiled,0
Dal/Lentils,365,71,25.23,not spoiled,0
Dal/Lentils,364,69,25.31,not spoiled,0
Dal/Lentils,365,69,25.4,not spoiled,0
Dal/Lentils,363,72,25.51,not spoiled,0
Dal/Lentils,363,67,25.53,not spoiled,0
Dal/Lentils,364,76,25.72,not spoiled,0
Dal/Lentils,367,65,25.2,not spoiled,0
Dal/Lentils,366,68,25.24,not spoiled,0
Dal/Lentils,365,71,25.56,not spoiled,0
Dal/Lentils,369,72,25.84,not spoiled,0
Dal/Lentils,366,70,25.47,not spoiled,0
Dal/Lentils,365,70,25.3,not spoiled,0
Dal/Lentils,368,71,25.87,not spoiled,0
Dal/Lentils,365,69,25.86,not spoiled,0
Dal/Lentils,363,74,25.7,not spoiled,0
Dal/Lentils,368,73,25.75,not spoiled,0
Dal/Lentils,367,73,25.79,not spoiled,0
Dal/Lentils,368,67,25.99,not spoiled,0
Dal/Lentils,367,70,25.91,not spoiled,0
Dal/Lentils,374,69,26.12,not spoiled,0
Dal/Lentils,368,67,25.66,not spoiled,0
Dal/Lentils,369,71,25.99,not spoiled,0
Dal/Lentils,372,68,25.99,not spoiled,0
Dal/Lentils,367,72,26.16,not spoiled,0
Dal/Lentils,367,67,26.15,not spoiled,0
Dal/Lentils,373,75,26.39,not spoiled,0
Dal/Lentils,371,67,26.03,not spoiled,0
Dal/Lentils,370,71,26.35,not spoiled,0
Dal/Lentils,375,72,26.47,not spoiled,0
Dal/Lentils,371,68,26.7,not spoiled,0
Dal/Lentils,373,73,26.38,not spoiled,0
Dal/Lentils,371,66,26.54,not spoiled,0
Dal/Lentils,375,74,26.26,not spoiled,0
Dal/Lentils,379,70,26.21,not spoiled,0
Dal/Lentils,370,68,26.73,not spoiled,0
Dal/Lentils,376,69,26.64,not spoiled,0
Dal/Lentils,379,72,26.86,not spoiled,0
Dal/Lentils,375,68,26.51,not spoiled,0
Dal/Lentils,373,68,26.83,not spoiled,0
Dal/Lentils,378,69,27.07,not spoiled,0
Dal/Lentils,380,66,26.89,not spoiled,0
Dal/Lentils,380,75,26.91,not spoiled,0
Dal/Lentils,379,68,26.91,not spoiled,0
Dal/Lentils,379,72,26.71,not spoiled,0
Dal/Lentils,376,71,27.18,not spoiled,0
Dal/Lentils,382,67,26.93,not spoiled,0
Dal/Lentils,382,70,27.13,not spoiled,0
Dal/Lentils,376,72,26.86,not spoiled,0
Dal/Lentils,381,69,26.95,not spoiled,0
Dal/Lentils,383,74,27.38,not spoiled,0
Dal/Lentils,384,73,27.15,not spoiled,0
Dal/Lentils,381,73,27.46,not spoiled,0
Dal/Lentils,379,69,27.27,not spoiled,0
Dal/Lentils,380,67,27.04,not spoiled,0
Dal/Lentils,379,68,27.49,not spoiled,0
Dal/Lentils,383,71,27.3,not spoiled,0
Dal/Lentils,382,72,27.53,not spoiled,0
Dal/Lentils,390,63,27.47,not spoiled,0
Dal/Lentils,386,70,27.27,not spoiled,0
Dal/Lentils,387,70,27.56,not spoiled,0
Dal/Lentils,386,69,27.91,not spoiled,0
Dal/Lentils,384,74,27.69,not spoiled,0
Dal/Lentils,384,71,27.64,not spoiled,0
Dal/Lentils,385,74,27.85,not spoiled,0
Dal/Lentils,386,69,27.76,not spoiled,0
Dal/Lentils,387,73,27.8,not spoiled,0
Dal/Lentils,387,75,27.64,not spoiled,0
Dal/Lentils,386,74,27.87,not spoiled,0
Dal/Lentils,386,67,28.03,not spoiled,0
Dal/Lentils,383,69,27.79,not spoiled,0
Dal/Lentils,392,69,28.16,not spoiled,0
Dal/Lentils,395,71,27.97,not spoiled,0
Dal/Lentils,392,72,27.89,not spoiled,0
Dal/Lentils,385,67,28.21,not spoiled,0
Dal/Lentils,392,70,28.06,not spoiled,0
Dal/Lentils,393,64,28.25,not spoiled,0
Dal/Lentils,389,74,28.13,not spoiled,0
Dal/Lentils,392,68,28.2,not spoiled,0
Dal/Lentils,389,70,28.32,not spoiled,0
Dal/Lentils,396,69,28.33,not spoiled,0
Dal/Lentils,393,73,28.03,not spoiled,0
Dal/Lentils,389,61,28.19,not spoiled,0
Dal/Lentils,394,70,28.54,not spoiled,0
Dal/Lentils,396,70,28.42,not spoiled,0
Dal/Lentils,394,69,28.4,not spoiled,0
Dal/Lentils,395,75,28.31,not spoiled,0
Dal/Lentils,393,67,28.39,not spoiled,0
Dal/Lentils,391,72,28.28,not spoiled,0
Dal/Lentils,394,71,28.61,not spoiled,0
Dal/Lentils,396,74,28.57,not spoiled,0
Dal/Lentils,395,68,28.55,not spoiled,0
Dal/Lentils,398,68,28.73,not spoiled,0
Dal/Lentils,395,73,28.83,not spoiled,0
Dal/Lentils,395,71,29.12,not spoiled,0
Dal/Lentils,399,65,28.62,not spoiled,0
Dal/Lentils,398,68,29.06,not spoiled,0
Dal/Lentils,396,71,29.07,not spoiled,0
Dal/Lentils,401,73,28.84,not spoiled,0
Dal/Lentils,396,68,29.03,not spoiled,0
Dal/Lentils,396,61,28.97,not spoiled,0
Dal/Lentils,390,72,29.1,not spoiled,0
Dal/Lentils,397,66,29.34,not spoiled,0
Dal/Lentils,403,64,29.24,not spoiled,0
Dal/Lentils,393,62,29.26,not spoiled,0
Dal/Lentils,397,72,29.16,not spoiled,0
Dal/Lentils,402,70,29.04,not spoiled,0
Dal/Lentils,394,69,29.26,not spoiled,0
Dal/Lentils,400,74,29.51,not spoiled,0
Dal/Lentils,405,72,29.14,not spoiled,0
Dal/Lentils,408,75,29.25,not spoiled,0
Dal/Lentils,403,66,29.46,not spoiled,0
Dal/Lentils,400,70,29.34,not spoiled,0
Dal/Lentils,400,65,29.4,not spoiled,0
Dal/Lentils,404,69,29.49,not spoiled,0
Dal/Lentils,404,69,29.39,not spoiled,0
Dal/Lentils,410,72,29.49,not spoiled,0
Dal/Lentils,407,70,29.78,not spoiled,0
Dal/Lentils,405,72,29.51,not spoiled,0
Dal/Lentils,404,72,29.5,not spoiled,0
Dal/Lentils,414,76,29.69,spoiled,1
Dal/Lentils,408,69,29.93,not spoiled,0
Dal/Lentils,404,67,29.83,not spoiled,0
Dal/Lentils,406,71,29.82,not spoiled,0
Dal/Lentils,404,68,29.94,not spoiled,0
Dal/Lentils,400,74,29.71,not spoiled,0
Dal/Lentils,408,69,30.08,spoiled,1
Dal/Lentils,413,68,30.1,spoiled,1
Dal/Lentils,403,69,30.02,spoiled,1
Dal/Lentils,409,72,30.27,spoiled,1
Dal/Lentils,407,70,29.99,not spoiled,0
Dal/Lentils,411,68,30.36,spoiled,1
Dal/Lentils,409,75,30.25,spoiled,1
Dal/Lentils,406,67,30.22,spoiled,1
Dal/Lentils,407,70,30.3,spoiled,1
Dal/Lentils,408,72,30.33,spoiled,1
Dal/Lentils,415,65,30.56,spoiled,1
Dal/Lentils,415,71,30.26,spoiled,1
Dal/Lentils,411,67,30.34,spoiled,1
Dal/Lentils,416,72,30.65,spoiled,1
Dal/Lentils,412,67,30.44,spoiled,1
Dal/Lentils,412,72,30.7,spoiled,1
Dal/Lentils,413,73,30.86,spoiled,1
Dal/Lentils,414,73,30.58,spoiled,1
Dal/Lentils,412,71,30.78,spoiled,1
Dal/Lentils,414,69,30.54,spoiled,1
Dal/Lentils,417,68,30.87,spoiled,1
Dal/Lentils,415,74,30.82,spoiled,1
Dal/Lentils,415,68,30.9,spoiled,1
Dal/Lentils,417,67,30.77,spoiled,1
Dal/Lentils,418,72,30.65,spoiled,1
Dal/Lentils,416,68,31.02,spoiled,1
Dal/Lentils,415,67,30.67,spoiled,1
Dal/Lentils,418,66,30.97,spoiled,1
Dal/Lentils,413,69,31.19,spoiled,1
Dal/Lentils,417,70,31.12,spoiled,1
Dal/Lentils,411,71,31.42,spoiled,1
Dal/Lentils,413,73,31.32,spoiled,1
Dal/Lentils,413,72,31.1,spoiled,1
Dal/Lentils,422,69,31.24,spoiled,1
Dal/Lentils,420,69,31.27,spoiled,1
Dal/Lentils,416,72,31.08,spoiled,1
Dal/Lentils,422,74,31.21,spoiled,1
Dal/Lentils,424,70,31.3,spoiled,1
Dal/Lentils,422,69,31.12,spoiled,1
Dal/Lentils,421,67,31.47,spoiled,1
Dal/Lentils,422,66,31.46,spoiled,1
Dal/Lentils,425,72,31.29,spoiled,1
Dal/Lentils,421,72,31.64,spoiled,1
Dal/Lentils,423,72,31.72,spoiled,1
Dal/Lentils,422,70,31.68,spoiled,1
Dal/Lentils,419,74,31.64,spoiled,1
Dal/Lentils,427,69,31.81,spoiled,1
Dal/Lentils,430,73,31.86,spoiled,1
Dal/Lentils,422,70,31.84,spoiled,1
Dal/Lentils,428,68,31.71,spoiled,1
Dal/Lentils,423,72,31.92,spoiled,1
Dal/Lentils,426,71,32.09,spoiled,1
Dal/Lentils,430,71,31.86,spoiled,1
Dal/Lentils,425,70,32.3,spoiled,1
Dal/Lentils,427,70,31.94,spoiled,1
Dal/Lentils,422,77,32.07,spoiled,1
Dal/Lentils,425,74,32.0,spoiled,1
Dal/Lentils,422,72,32.17,spoiled,1
Dal/Lentils,429,70,31.91,spoiled,1
Dal/Lentils,431,73,32.13,spoiled,1
Dal/Lentils,428,72,32.08,spoiled,1
Dal/Lentils,430,70,32.3,spoiled,1
Dal/Lentils,429,69,32.47,spoiled,1
Dal/Lentils,432,70,32.46,spoiled,1
Dal/Lentils,431,60,32.04,spoiled,1
Dal/Lentils,425,71,32.74,spoiled,1
Dal/Lentils,434,69,32.52,spoiled,1
Dal/Lentils,430,75,32.39,spoiled,1
Dal/Lentils,428,70,32.57,spoiled,1
Dal/Lentils,431,66,32.61,spoiled,1
Dal/Lentils,427,70,32.52,spoiled,1
Dal/Lentils,429,67,32.69,spoiled,1
Dal/Lentils,433,71,32.6,spoiled,1
Dal/Lentils,434,71,32.67,spoiled,1
Dal/Lentils,435,73,32.67,spoiled,1
Dal/Lentils,434,68,32.59,spoiled,1
Dal/Lentils,432,70,32.87,spoiled,1
Dal/Lentils,435,66,32.97,spoiled,1
Dal/Lentils,434,72,33.0,spoiled,1
Dal/Lentils,431,72,33.08,spoiled,1
Dal/Lentils,434,71,33.04,spoiled,1
Dal/Lentils,439,70,32.95,spoiled,1
Dal/Lentils,441,71,33.19,spoiled,1
Dal/Lentils,439,75,32.9,spoiled,1
Dal/Lentils,442,69,33.01,spoiled,1
Dal/Lentils,438,70,33.04,spoiled,1
Dal/Lentils,443,67,33.38,spoiled,1
Dal/Lentils,445,67,33.4,spoiled,1
Dal/Lentils,433,70,33.37,spoiled,1
Dal/Lentils,440,73,33.49,spoiled,1
Dal/Lentils,440,69,33.24,spoiled,1
Dal/Lentils,438,69,33.46,spoiled,1
Dal/Lentils,442,69,33.42,spoiled,1
Dal/Lentils,441,68,33.61,spoiled,1
Dal/Lentils,439,71,33.5,spoiled,1
Dal/Lentils,441,66,33.5,spoiled,1
Dal/Lentils,445,74,33.67,spoiled,1
Dal/Lentils,442,68,33.76,spoiled,1
Dal/Lentils,444,72,33.57,spoiled,1
Dal/Lentils,442,66,33.69,spoiled,1
Dal/Lentils,444,72,33.58,spoiled,1
Dal/Lentils,440,72,33.4,spoiled,1
Dal/Lentils,442,71,33.85,spoiled,1
Dal/Lentils,444,67,33.94,spoiled,1
Dal/Lentils,441,71,33.93,spoiled,1
Dal/Lentils,442,66,33.64,spoiled,1
Dal/Lentils,446,69,33.91,spoiled,1
Dal/Lentils,446,73,33.67,spoiled,1
Dal/Lentils,448,72,34.25,spoiled,1
Dal/Lentils,444,70,33.91,spoiled,1
Dal/Lentils,447,67,34.3,spoiled,1
Dal/Lentils,445,72,34.29,spoiled,1
Dal/Lentils,449,70,34.05,spoiled,1
Dal/Lentils,451,63,34.06,spoiled,1
Dal/Lentils,449,72,34.32,spoiled,1
Dal/Lentils,451,70,34.18,spoiled,1
Dal/Lentils,449,74,34.35,spoiled,1
Dal/Lentils,451,67,34.3,spoiled,1
Dal/Lentils,450,60,34.15,spoiled,1
Dal/Lentils,447,71,34.12,spoiled,1
Dal/Lentils,451,71,34.52,spoiled,1
Dal/Lentils,447,65,34.44,spoiled,1
Dal/Lentils,458,67,34.48,spoiled,1
Dal/Lentils,450,78,34.7,spoiled,1
Dal/Lentils,453,69,34.81,spoiled,1
Dal/Lentils,452,72,34.63,spoiled,1
Dal/Lentils,448,68,34.66,spoiled,1
Dal/Lentils,447,64,34.83,spoiled,1
Dal/Lentils,455,69,34.58,spoiled,1
Dal/Lentils,458,69,34.86,spoiled,1
Dal/Lentils,451,69,34.94,spoiled,1
Dal/Lentils,449,70,35.0,spoiled,1
Dal/Lentils,453,71,34.65,spoiled,1
Dal/Lentils,452,70,34.86,spoiled,1
Dal/Lentils,453,66,34.88,spoiled,1
Dal/Lentils,457,71,35.06,spoiled,1
Dal/Lentils,456,64,35.16,spoiled,1
Dal/Lentils,454,64,35.35,spoiled,1
Dal/Lentils,458,72,35.09,spoiled,1
Dal/Lentils,459,72,35.12,spoiled,1
Dal/Lentils,456,70,35.41,spoiled,1
Dal/Lentils,458,66,35.32,spoiled,1
Dal/Lentils,459,68,35.5,spoiled,1
Dal/Lentils,459,69,35.39,spoiled,1
Dal/Lentils,459,65,35.21,spoiled,1
Dal/Lentils,463,68,35.22,spoiled,1
Dal/Lentils,461,72,35.23,spoiled,1
Dal/Lentils,458,74,35.6,spoiled,1
Dal/Lentils,459,69,35.71,spoiled,1
Dal/Lentils,459,72,35.85,spoiled,1
Dal/Lentils,463,64,35.74,spoiled,1
Dal/Lentils,459,72,35.82,spoiled,1
Dal/Lentils,460,68,35.6,spoiled,1
Dal/Lentils,465,71,35.55,spoiled,1
Dal/Lentils,463,69,35.89,spoiled,1
Dal/Lentils,466,74,35.86,spoiled,1
Dal/Lentils,465,67,35.85,spoiled,1
Dal/Lentils,460,72,35.93,spoiled,1
Dal/Lentils,463,69,35.96,spoiled,1
Dal/Lentils,467,70,36.14,spoiled,1
Dal/Lentils,461,69,36.18,spoiled,1
Dal/Lentils,466,67,36.1,spoiled,1
Dal/Lentils,465,70,36.18,spoiled,1
Dal/Lentils,460,70,36.17,spoiled,1
Dal/Lentils,466,71,36.06,spoiled,1
Dal/Lentils,463,70,36.28,spoiled,1
Dal/Lentils,463,72,36.0,spoiled,1
Dal/Lentils,467,73,36.4,spoiled,1
Dal/Lentils,461,67,36.1,spoiled,1
Dal/Lentils,465,73,36.36,spoiled,1
Dal/Lentils,475,66,36.23,spoiled,1
Dal/Lentils,470,72,36.48,spoiled,1
Dal/Lentils,466,72,36.43,spoiled,1
Dal/Lentils,473,64,36.23,spoiled,1
Dal/Lentils,466,70,36.57,spoiled,1
Dal/Lentils,468,69,36.46,spoiled,1
Dal/Lentils,466,68,36.71,spoiled,1
Dal/Lentils,471,74,36.62,spoiled,1
Dal/Lentils,475,68,36.71,spoiled,1
Dal/Lentils,468,68,36.55,spoiled,1
Dal/Lentils,465,70,36.64,spoiled,1
Dal/Lentils,475,72,36.7,spoiled,1
Dal/Lentils,477,70,36.93,spoiled,1
Dal/Lentils,466,73,37.09,spoiled,1
Dal/Lentils,474,72,36.76,spoiled,1
Dal/Lentils,474,63,37.08,spoiled,1
Dal/Lentils,471,68,36.63,spoiled,1
Dal/Lentils,470,68,36.81,spoiled,1
Dal/Lentils,477,71,36.88,spoiled,1
Dal/Lentils,475,62,36.86,spoiled,1
Dal/Lentils,476,78,36.87,spoiled,1
Dal/Lentils,473,72,37.2,spoiled,1
Dal/Lentils,473,70,37.15,spoiled,1
Dal/Lentils,469,74,37.27,spoiled,1
Dal/Lentils,476,77,37.36,spoiled,1
Dal/Lentils,481,73,37.33,spoiled,1
Dal/Lentils,474,73,37.43,spoiled,1
Dal/Lentils,473,70,37.35,spoiled,1
Dal/Lentils,479,70,37.22,spoiled,1
Dal/Lentils,480,69,37.6,spoiled,1
Dal/Lentils,477,68,37.39,spoiled,1
Dal/Lentils,478,68,37.37,spoiled,1
Dal/Lentils,480,66,37.53,spoiled,1
Dal/Lentils,479,70,37.45,spoiled,1
Dal/Lentils,483,65,37.56,spoiled,1
Dal/Lentils,487,71,37.72,spoiled,1
Dal/Lentils,475,70,37.75,spoiled,1
Dal/Lentils,485,70,37.6,spoiled,1
Dal/Lentils,482,68,37.7,spoiled,1
Dal/Lentils,486,79,37.97,spoiled,1
Dal/Lentils,484,74,37.93,spoiled,1
Dal/Lentils,482,66,38.2,spoiled,1
Dal/Lentils,485,71,38.1,spoiled,1
Dal/Lentils,482,68,38.13,spoiled,1
Dal/Lentils,481,67,37.79,spoiled,1
Vegetable Curry,301,86,18.12,not spoiled,0
Vegetable Curry,304,81,17.93,not spoiled,0
Vegetable Curry,301,79,18.2,not spoiled,0
Vegetable Curry,303,81,18.16,not spoiled,0
Vegetable Curry,302,79,17.86,not spoiled,0
Vegetable Curry,297,80,18.17,not spoiled,0
Vegetable Curry,300,76,18.36,not spoiled,0
Vegetable Curry,305,80,18.3,not spoiled,0
Vegetable Curry,303,79,18.03,not spoiled,0
Vegetable Curry,307,77,18.66,not spoiled,0
Vegetable Curry,305,86,18.54,not spoiled,0
Vegetable Curry,301,77,18.64,not spoiled,0
Vegetable Curry,302,80,18.55,not spoiled,0
Vegetable Curry,305,78,18.75,not spoiled,0
Vegetable Curry,298,81,19.0,not spoiled,0
Vegetable Curry,310,76,18.67,not spoiled,0
Vegetable Curry,307,83,19.08,not spoiled,0
Vegetable Curry,310,86,18.94,not spoiled,0
Vegetable Curry,302,77,18.8,not spoiled,0
Vegetable Curry,311,84,19.31,not spoiled,0
Vegetable Curry,314,79,19.09,not spoiled,0
Vegetable Curry,304,85,19.19,not spoiled,0
Vegetable Curry,310,87,19.1,not spoiled,0
Vegetable Curry,308,79,19.07,not spoiled,0
Vegetable Curry,304,75,19.27,not spoiled,0
Vegetable Curry,311,83,19.53,not spoiled,0
Vegetable Curry,312,81,19.3,not spoiled,0
Vegetable Curry,308,82,19.39,not spoiled,0
Vegetable Curry,314,79,19.67,not spoiled,0
Vegetable Curry,306,77,19.45,not spoiled,0
Vegetable Curry,306,83,19.63,not spoiled,0
Vegetable Curry,312,81,19.74,not spoiled,0
Vegetable Curry,312,76,19.63,not spoiled,0
Vegetable Curry,310,82,19.75,not spoiled,0
Vegetable Curry,315,81,19.86,not spoiled,0
Vegetable Curry,314,79,19.75,not spoiled,0
Vegetable Curry,316,85,19.98,not spoiled,0
Vegetable Curry,313,78,19.83,not spoiled,0
Vegetable Curry,316,79,19.86,not spoiled,0
Vegetable Curry,313,82,19.79,not spoiled,0
Vegetable Curry,321,80,19.99,not spoiled,0
Vegetable Curry,312,76,20.0,not spoiled,0
Vegetable Curry,322,81,20.11,not spoiled,0
Vegetable Curry,316,79,20.32,not spoiled,0
Vegetable Curry,312,83,20.02,not spoiled,0
Vegetable Curry,320,80,20.03,not spoiled,0
Vegetable Curry,317,80,20.27,not spoiled,0
Vegetable Curry,320,77,20.5,not spoiled,0
Vegetable Curry,321,79,20.53,not spoiled,0
Vegetable Curry,319,83,20.42,not spoiled,0
Vegetable Curry,316,78,20.76,not spoiled,0
Vegetable Curry,321,80,20.54,not spoiled,0
Vegetable Curry,319,77,20.76,not spoiled,0
Vegetable Curry,321,76,20.69,not spoiled,0
Vegetable Curry,313,80,20.66,not spoiled,0
Vegetable Curry,321,81,20.75,not spoiled,0
Vegetable Curry,318,86,21.01,not spoiled,0
Vegetable Curry,326,79,21.0,not spoiled,0
Vegetable Curry,323,80,21.15,not spoiled,0
Vegetable Curry,322,76,21.11,not spoiled,0
Vegetable Curry,323,82,20.86,not spoiled,0
Vegetable Curry,319,81,21.47,not spoiled,0
Vegetable Curry,327,84,21.26,not spoiled,0
Vegetable Curry,329,83,21.34,not spoiled,0
Vegetable Curry,324,81,21.25,not spoiled,0
Vegetable Curry,328,79,21.53,not spoiled,0
Vegetable Curry,322,81,21.25,not spoiled,0
Vegetable Curry,322,80,21.56,not spoiled,0
Vegetable Curry,325,83,21.21,not spoiled,0
Vegetable Curry,326,82,21.67,not spoiled,0
Vegetable Curry,324,79,21.46,not spoiled,0
Vegetable Curry,327,76,21.71,not spoiled,0
Vegetable Curry,327,84,21.93,not spoiled,0
Vegetable Curry,323,82,21.9,not spoiled,0
Vegetable Curry,328,79,22.01,not spoiled,0
Vegetable Curry,330,82,22.05,not spoiled,0
Vegetable Curry,328,80,21.85,not spoiled,0
Vegetable Curry,331,84,22.07,not spoiled,0
Vegetable Curry,325,74,21.78,not spoiled,0
Vegetable Curry,330,79,21.98,not spoiled,0
Vegetable Curry,325,85,22.35,not spoiled,0
Vegetable Curry,326,82,22.13,not spoiled,0
Vegetable Curry,328,85,21.96,not spoiled,0
Vegetable Curry,327,76,22.6,not spoiled,0
Vegetable Curry,329,83,22.43,not spoiled,0
Vegetable Curry,330,83,22.51,not spoiled,0
Vegetable Curry,334,75,22.3,not spoiled,0
Vegetable Curry,331,79,22.54,not spoiled,0
Vegetable Curry,327,80,22.59,not spoiled,0
Vegetable Curry,336,75,22.48,not spoiled,0
Vegetable Curry,330,79,22.63,not spoiled,0
Vegetable Curry,333,83,22.48,not spoiled,0
Vegetable Curry,335,79,22.71,not spoiled,0
Vegetable Curry,334,81,22.96,not spoiled,0
Vegetable Curry,337,81,22.75,not spoiled,0
Vegetable Curry,336,80,23.2,not spoiled,0
Vegetable Curry,332,78,22.75,not spoiled,0
Vegetable Curry,342,82,22.98,not spoiled,0
Vegetable Curry,336,75,22.97,not spoiled,0
Vegetable Curry,335,80,23.09,not spoiled,0
Vegetable Curry,339,84,23.38,not spoiled,0
Vegetable Curry,337,79,23.08,not spoiled,0
Vegetable Curry,338,78,23.21,not spoiled,0
Vegetable Curry,345,82,23.43,not spoiled,0
Vegetable Curry,337,80,23.39,not spoiled,0
Vegetable Curry,337,82,23.46,not spoiled,0
Vegetable Curry,339,80,23.34,not spoiled,0
Vegetable Curry,342,73,23.52,not spoiled,0
Vegetable Curry,335,84,23.76,not spoiled,0
Vegetable Curry,334,86,23.4,not spoiled,0
Vegetable Curry,338,84,23.59,not spoiled,0
Vegetable Curry,335,69,23.47,not spoiled,0
Vegetable Curry,339,81,23.87,not spoiled,0
Vegetable Curry,342,79,24.03,not spoiled,0
Vegetable Curry,339,77,23.87,not spoiled,0
Vegetable Curry,337,80,23.8,not spoiled,0
Vegetable Curry,342,80,23.85,not spoiled,0
Vegetable Curry,345,82,24.01,not spoiled,0
Vegetable Curry,338,80,24.06,not spoiled,0
Vegetable Curry,346,77,24.29,not spoiled,0
Vegetable Curry,346,78,24.11,not spoiled,0
Vegetable Curry,347,78,24.32,not spoiled,0
Vegetable Curry,348,75,24.26,not spoiled,0
Vegetable Curry,351,76,24.25,not spoiled,0
Vegetable Curry,344,79,24.36,not spoiled,0
Vegetable Curry,346,84,24.52,not spoiled,0
Vegetable Curry,344,78,24.65,not spoiled,0
Vegetable Curry,346,78,24.53,not spoiled,0
Vegetable Curry,351,76,24.44,not spoiled,0
Vegetable Curry,343,80,24.82,not spoiled,0
Vegetable Curry,345,84,24.59,not spoiled,0
Vegetable Curry,352,86,24.81,not spoiled,0
Vegetable Curry,351,81,24.82,not spoiled,0
Vegetable Curry,347,80,24.86,not spoiled,0
Vegetable Curry,351,78,24.86,not spoiled,0
Vegetable Curry,350,79,25.08,spoiled,1
Vegetable Curry,354,82,24.5,not spoiled,0
Vegetable Curry,350,79,25.26,spoiled,1
Vegetable Curry,353,80,25.0,spoiled,1
Vegetable Curry,358,80,25.25,spoiled,1
Vegetable Curry,353,78,25.29,spoiled,1
Vegetable Curry,351,80,25.48,spoiled,1
Vegetable Curry,354,74,25.37,spoiled,1
Vegetable Curry,351,82,25.27,spoiled,1
Vegetable Curry,359,87,25.21,spoiled,1
Vegetable Curry,353,78,25.45,spoiled,1
Vegetable Curry,352,81,25.26,spoiled,1
Vegetable Curry,351,83,25.51,spoiled,1
